V1.V,-I(V1.nA),V(un1)/-I(V1.nA),
0.558,0.0007919629797294706,704.5783884880694,
0.559,0.000809505663532485,690.5448907678552,
0.56,0.0008274368145356404,676.7888377244533,
0.561,0.0008457650297649766,663.3047953707571,
0.562,0.0008644990962697616,650.0874349377358,
0.5630000000000001,0.0008836479953121513,637.1315308661099,
0.5640000000000001,0.0009032209066487525,624.4319588356585,
0.5650000000000001,0.0009232272129060815,611.9836938314736,
0.5660000000000001,0.0009436765040519701,599.7818082464722,
0.5670000000000001,0.0009645785819649713,587.8214700195268,
0.5680000000000001,0.000985943465103939,576.097940808524,
0.5690000000000001,0.0010077813932798723,564.6065741977658,
0.5700000000000001,0.0010301028325323271,553.3428139390269,
0.5710000000000001,0.001052918480112599,542.3021922256863,
0.5720000000000001,0.0010762392695760133,531.4803279993125,
0.5730000000000001,0.0011000763759856553,520.8729252881182,
0.5740000000000001,0.0011244412212299936,510.4757715766753,
0.5750000000000001,0.0011493454794567984,500.2847362063455,
0.5760000000000001,0.0011748010826259322,490.29576880582766,
0.577,0.0012008202261834888,480.5048977513081,
0.578,0.001227415374860024,470.90822865561364,
0.579,0.0012545992685953705,461.50194288590586,
0.58,0.0012823849285929813,452.2822961093044,
0.581,0.0013107856635063639,443.24561686600964,
0.582,0.0013398150757606563,434.3883051693382,
0.583,0.0013694870680120805,425.7068311322362,
0.584,0.001399815849748298,417.197733619754,
0.585,0.0014308159440327617,408.8576189269842,
0.586,0.0014625021943960028,400.68315948203514,
0.587,0.0014948897718771224,392.6710925735402,
0.588,0.0015279941822186548,384.818219102262,
0.589,0.001561831273218097,377.12140235634206,
0.59,0.0015964172422394435,369.5775668097595,
0.591,0.0016317686438880993,362.1836969435776,
0.592,0.0016679023978528095,354.93683608952,
0.593,0.0017048357969179488,347.834085295512,
0.594,0.0017425865151499706,340.87260221273954,
0.595,0.0017811726162616456,334.0496000038423,
0.596,0.0018206125621579123,327.3623462718398,
0.597,0.0018609252216671057,320.8081620094218,
0.598,0.001902129879461666,314.38442056819156,
0.599,0.0019442462451721239,308.0885466475316,
0.6,0.001987294462698673,301.91801530268543,
0.601,0.002031295119724336,295.8703509717292,
0.602,0.002076269257434125,289.94312652105526,
0.603,0.0021222383804444128,284.1339623090443,
0.604,0.002169224466947045,278.44052526757014,
0.605,0.0022172499790726772,272.8605280010104,
0.606,0.002266337873477979,267.39172790243197,
0.607,0.0023165116121613236,262.0319262866393,
0.608,0.002367795173511867,256.77896753975824,
0.609,0.0024202130635968704,251.6307382850487,
0.61,0.0024737903276921837,246.5851665646511,
0.611,0.0025285525620610577,241.64022103695783,
0.612,0.0025845259259864627,236.79391018931707,
0.613,0.002641737154062162,232.04428156578658,
0.614,0.002700213568747912,227.38942100965428,
0.615,0.0027599830931943556,222.8274519204427,
0.616,0.0028210742643431197,218.35653452513208,
0.617,0.0028835162463078557,213.97486516333177,
0.618,0.0029473388440420813,209.68067558613438,
0.619,0.0030125725172996474,205.4722322684028,
0.62,0.0030792483948939497,201.34783573423053,
0.621,0.003147398289261985,197.30581989533158,
0.622,0.0032170547113395615,193.3445514021125,
0.623,0.0032882508857540404,189.46242900718863,
0.624,0.003361020766340968,185.65788294111857,
0.625,0.0034353990519914984,181.92937430010872,
0.626,0.003511421202837088,178.27539444547895,
0.627,0.003589123456778497,174.69446441465647,
0.628,0.0036685428463659638,171.1851343434882,
0.629,0.0037497172160378235,167.74598289964894,
0.63,0.003832685239724579,164.37561672694846,
0.631,0.003917486438826201,161.07266990031164,
0.632,0.004004161200569668,157.8358033912536,
0.633,0.004092750796754823,154.6637045436314,
0.634,0.004183297402896081,151.55508655948876,
0.635,0.0042758441177680045,148.50868799479778,
0.636,0.004370434983362707,145.5232722649149,
0.637,0.004467115005267458,142.5976271595589,
0.638,0.004565930173470601,139.7305643671399,
0.639,0.00466692748360444,136.9209190082544,
0.64,0.0047701549586336165,134.16754917817687,
0.641,0.004875661670997718,131.46933549817675,
0.642,0.004983497765217232,128.82518067548787,
0.643,0.005093714480971668,126.2340090717732,
0.644,0.005206364176658981,123.6947662799237,
0.645,0.005321500353446177,121.20641870902091,
0.646,0.005439177679819946,118.76795317732379,
0.647,0.005559452016647369,116.37837651311789,
0.648,0.005682380442756465,114.0367151632779,
0.649,0.005808021281046458,111.74201480939938,
0.65,0.005936434125137954,109.49333999135297,
0.651,0.00606767986657317,107.28977373812303,
0.652,0.006201820722576941,105.13041720578552,
0.653,0.006338920264388631,103.01438932249762,
0.654,0.006479043446176203,100.94082644035629,
0.655,0.006622256634542829,98.90888199400298,
0.656,0.006768627638637475,96.91772616583957,
0.657,0.006918225740880598,94.96654555773033,
0.658,0.007071121728315894,93.0545428690723,
0.659,0.007227387924600457,91.1809365810997,
0.66,0.007387098222644057,89.3449606473172,
0.661,0.007550328117910008,87.54586418993539,
0.662,0.007717154742389418,85.78291120219637,
0.663,0.007887656899260796,84.05538025647822,
0.664,0.008061915098247439,82.36256421806594,
0.665,0.00824001159168507,80.70376996447995,
0.666,0.008422030411312053,79.07831811025783,
0.667,0.008608057405795157,77.48554273708248,
0.668,0.008798180279003377,75.92479112915704,
0.669,0.008992488629043416,74.39542351372042,
0.67,0.009191073988068971,72.89681280661368,
0.671,0.00939402986287818,71.42834436279047,
0.672,0.009601451776311823,69.9894157316836,
0.673,0.009813437309465807,68.57943641733364,
0.674,0.010030086144732336,67.19782764318286,
0.675,0.010251500109682413,65.84402212145235,
0.676,0.010477783221804418,64.51746382700821,
0.677,0.010709041734112138,63.21760777563433,
0.678,0.010945384181636778,61.94391980662406,
0.679,0.011186921428816481,60.695876369611256,
0.68,0.011433766717798364,59.47296431555478,
0.681,0.011686035717666812,58.274680691799716,
0.682,0.011943846574612716,57.10053254113524,
0.683,0.012207319963057415,55.95003670477542,
0.684,0.012476579137747612,54.822719629178906,
0.685,0.012751749986833382,53.718117176645244,
0.686,0.013032961085945682,52.63577443960605,
0.687,0.013320343753287587,51.575245558542136,
0.6880000000000001,0.013614032105753189,50.5360935434592,
0.6890000000000001,0.013914163116089773,49.5178900988496,
0.6900000000000001,0.014220876671116952,48.52021545207629,
0.6910000000000001,0.014534315631018197,47.54265818511004,
0.6920000000000001,0.014854625889718732,46.58481506955695,
0.6930000000000001,0.015181956436364647,45.646290904911886,
0.6940000000000001,0.015516459417917242,44.72669835997644,
0.6950000000000001,0.015858290202877618,43.825657817378485,
0.6960000000000001,0.01620760744615513,42.942797221135166,
0.6970000000000001,0.016564573155094242,42.07775192719927,
0.6980000000000001,0.016929352756673677,41.23016455693165,
0.6990000000000001,0.017302115165891224,40.399684853444036,
0.7000000000000001,0.0176830328553493,39.58596954075346,
0.7010000000000001,0.018072281926052477,38.78868218569891,
0.7020000000000001,0.0184700421794324,38.007493062561764,
0.7030000000000001,0.018876497190612063,37.24207902033998,
0.704,0.01929183438292147,36.49212335262591,
0.705,0.01971624510367887,35.75731567003361,
0.706,0.02014992470124798,35.037351775129665,
0.707,0.020593072603383895,34.331933539816895,
0.708,0.021045892396878447,33.640768785124614,
0.709,0.02150859190851639,32.96357116335771,
0.71,0.021981383287352885,32.30006004255895,
0.711,0.022464483088321333,31.64996039324089,
0.712,0.022958112357182675,31.01300267734092,
0.713,0.023462496716823433,30.38892273935851,
0.714,0.023977866454911644,29.777461699631065,
0.715,0.024504456612918356,29.178365849706843,
0.716,0.025042507076511508,28.591386549774345,
0.717,0.025592262667327757,28.01628012810898,
0.718,0.026153973236129602,27.452807782495583,
0.719,0.026727893757349862,26.900735483591305,
0.72,0.027314284425029988,26.359833880188113,
0.721,0.027913410750152804,25.829878206340407,
0.722,0.02852554365937317,25.31064819031973,
0.723,0.029150959595146648,24.801927965361816,
0.724,0.029789940617256115,24.303505982170904,
0.725,0.03044277450573544,23.81517492314669,
0.726,0.031109754865186523,23.336731618301265,
0.727,0.03179118123048768,22.867976962831705,
0.728,0.032487359173886336,22.40871583631746,
0.729,0.03319860041347122,21.958757023509605,
0.73,0.03392522292301484,21.51791313668181,
0.731,0.03466755104317691,21.08600053951234,
0.732,0.035425915594058936,20.662839272466375,
0.733,0.03620065398909543,20.248252979650545,
0.734,0.03699211035026716,19.842068837110805,
0.735,0.03780063562462314,19.444117482543728,
0.736,0.03862658770208858,19.05423294639624,
0.737,0.039470331534542116,18.67225258432453,
0.738,0.04033223925613715,18.298017010987117,
0.739,0.04121269030484637,17.931370035144198,
0.74,0.04211207154519882,17.5721585960396,
0.741,0.04303077739218316,17.22023270103895,
0.742,0.0439692099362835,16.875445364500393,
0.743,0.04492777906961612,16.537652547852694,
0.744,0.04590690261312753,16.2067131008583,
0.745,0.046907006444818225,15.882488704036657,
0.746,0.04792852462894399,15.564843812227247,
0.747,0.0489718995461575,15.253645599267184,
0.748,0.05003758202453441,14.948763903764192,
0.749,0.05112603147143685,14.650071175941989,
0.75,0.05223771600615933,14.357442425537284,
0.751,0.0533731125932986,14.070755170727926,
0.752,0.05453270717678417,13.78988938807248,
0.753,0.05571699481450994,13.514727463439973,
0.754,0.05692647981349115,13.245154143912261,
0.755,0.058161675865481016,12.981056490638244,
0.756,0.05942310618296612,12.722323832622378,
0.757,0.06071130363546341,12.468847721428471,
0.758,0.062026810886030376,12.220521886781642,
0.759,0.0633701805279072,11.97724219304928,
0.76,0.06474197522118887,11.73890659658567,
0.761,0.06614276782943841,11.505415103921594,
0.762,0.06757314155613198,11.276669730783764,
0.763,0.06903369008083741,11.052574461926321,
0.764,0.07052501769500616,10.833035211760018,
0.765,0.0720477394372727,10.617959785761716,
0.766,0.07360248122813105,10.407257842650457,
0.767,0.07518988000386728,10.200840857314182,
0.768,0.07681058384961989,9.998622084472029,
0.769,0.07846525213142541,9.800516523058679,
0.77,0.08015455562711218,9.606440881315901,
0.771,0.08187917665589456,9.416313542577557,
0.772,0.08363980920651852,9.23005453173408,
0.773,0.08543715906379196,9.047585482364141,
0.774,0.08727194393335122,8.868829604518684,
0.775,0.08914489356447959,8.693711653146268,
0.776,0.09105674987081736,8.522157897145625,
0.777,0.09300826704877395,8.354096089034083,
0.778,0.09500021169346402,8.189455435219058,
0.779,0.09703336291196776,8.028166566861518,
0.78,0.0991085124337326,7.8701615113185674,
0.781,0.1012264647178972,7.715373664155204,
0.782,0.1033880370573456,7.56373776171273,
0.783,0.1055940596792672,7.415189854223756,
0.784,0.1078453758420098,7.269667279462554,
0.785,0.11014284192800071,7.12710863692029,
0.786,0.11248732753250204,6.9874537624951,
0.787,0.11487971554797291,6.850643703686354,
0.788,0.11732090224379445,6.716620695283481,
0.789,0.11981179734110964,6.585328135539784,
0.79,0.12235332408253338,6.456710562821374,
0.791,0.12494641929648342,6.330713632721626,
0.792,0.12759203345585676,6.207284095632896,
0.793,0.13029113073080628,6.086369774765502,
0.794,0.13304468903534272,5.967919544605629,
0.795,0.13585370006749004,5.851883309803533,
0.796,0.13871916934272469,5.738211984483364,
0.797,0.14164211622041792,5.626857471966458,
0.798,0.14462357392300285,5.517772644899876,
0.799,0.14766458954758538,5.410911325782135,
0.8,0.15076622406971055,5.306228267878487,
0.801,0.15392955233900135,5.2036791365178905,
0.802,0.15715566306638282,5.103220490764204,
0.803,0.16044565880260006,5.004809765454291,
0.804,0.16380065590774706,4.908405253595657,
0.805,0.16722178451151207,4.813966089116705,
0.806,0.17071018846386007,4.721452229962437,
0.807,0.1742670252758546,4.630824441529118,
0.808,0.17789346605035064,4.542044280430767,
0.809,0.18159069540226,4.455074078591427,
0.81,0.1853599113681262,4.369876927656346,
0.811,0.1892023253047267,4.286416663716022,
0.812,0.19311916177642743,4.204657852337026,
0.8130000000000001,0.19711165843104242,4.124565773893177,
0.8140000000000001,0.20118106586391987,4.046106409191582,
0.8150000000000001,0.20532864747001597,3.9692464253874467,
0.8160000000000001,0.20955567928371513,3.893953162181907,
0.8170000000000001,0.21386344980614108,3.8201946182976982,
0.8180000000000001,0.21825325981976168,3.747939438226592,
0.8190000000000001,0.22272642219004793,3.677156899243701,
0.8200000000000001,0.22728426165398768,3.607816898683241,
0.8210000000000001,0.2319281145952759,3.539889941470351,
0.8220000000000001,0.2366593288059721,3.473347127904374,
0.8230000000000001,0.2414792632344819,3.4081601416882252,
0.8240000000000001,0.2463892877197052,3.3443012381990824,
0.8250000000000001,0.2513907827112001,3.2817432329958067,
0.8260000000000001,0.25648513897526426,3.2204594905580883,
0.8270000000000001,0.26167375728680464,3.160423913253081,
0.8280000000000001,0.26695804810693297,3.101610930524693,
0.8290000000000001,0.27233943124620164,3.0439954883013742,
0.8300000000000001,0.27781933551344484,2.9875530386179077,
0.8310000000000001,0.2833991983501972,2.932259529446978,
0.8320000000000001,0.2890804654506727,2.8780913947364897,
0.833,0.29486459036733703,2.8250255446483536,
0.834,0.3007530341021104,2.7730393559948054,
0.835,0.30674726468324987,2.722110662868433,
0.836,0.3128487567280195,2.6722177474618865,
0.837,0.31905899099125273,2.6233393310735664,
0.838,0.32537945389993894,2.5754545652956398,
0.839,0.33181163707402067,2.528543023380568,
0.84,0.3383570368335673,2.4825846917827903,
0.841,0.345017153692568,2.437559961871878,
0.842,0.3517934918395713,2.393449621813862,
0.843,0.358687558605465,2.3502348486172333,
0.844,0.36570086391868967,2.307897200340374,
0.845,0.3728349197482155,2.266418608457194,
0.846,0.3800912395346484,2.2257813703777307,
0.847,0.3874713376098579,2.185968142120587,
0.848,0.3949767286055292,2.1469619311342107,
0.849,0.4026089268511028,2.1087460892639034,
0.85,0.410369445761566,2.0713043058616734,
0.851,0.41825979721560197,2.0346206010359915,
0.852,0.42628149092462814,1.9986793190386118,
0.853,0.4344360337932606,1.9634651217857437,
0.854,0.44272492927182333,1.928962982510666,
0.855,0.4511496767014825,1.8951581795452286,
0.856,0.45971177065264374,1.8620362902275782,
0.857,0.468412700257279,1.8295831849334714,
0.858,0.47725394853585473,1.7977850212286737,
0.859,0.4862369917195686,1.7666282381399276,
0.86,0.4953632985686132,1.7360995505420567,
0.861,0.5046343296872212,1.7061859436587652,
0.862,0.5140515368362272,1.676874667674861,
0.863,0.5236163622439556,1.648153232457476,
0.864,0.5333302379162196,1.6200094023840537,
0.865,0.5431945849462058,1.5924311912749711,
0.866,0.5532108128251193,1.5654068574284348,
0.867,0.5633803187543626,1.5389248987556798,
0.868,0.5737044869601341,1.512974048014228,
0.869,0.584184688011257,1.4875432681372414,
0.87,0.5948222781411086,1.4626217476568886,
0.871,0.6056185985744713,1.4381988962198218,
0.872,0.6165749748602295,1.4142643401926465,
0.873,0.6276927162106565,1.3908079183557347,
0.874,0.6389731148482547,1.3678196776832467,
0.875,0.6504174453609105,1.345289869207722,
0.876,0.662026964066235,1.3232089439673598,
0.877,0.6738029083859114,1.30156754903425,
0.878,0.6857464962308878,1.2803565236217864,
0.879,0.697858925398171,1.2595668952696666,
0.88,0.7101413729800421,1.2391898761047564,
0.881,0.7225949947864954,1.2192168591761536,
0.882,0.7352209247815606,1.1996394148630203,
0.883,0.748020274534323,1.1804492873534853,
0.884,0.7609941326853464,1.1616383911931074,
0.885,0.7741435644290919,1.143198807901557,
0.886,0.787469611013125,1.1251227826558412,
0.887,0.8009732892546105,1.107402721038858,
0.888,0.8146555910747921,1.0900311858517329,
0.889,0.8285174830519568,1.0730008939886793,
0.89,0.8425599059934642,1.0563047133729906,
0.891,0.8567837745273404,1.039935659952869,
0.892,0.8711899767138456,1.0238868947558952,
0.893,0.8857793736775493,1.0081517210007638,
0.894,0.9005527992602113,0.9927235812652027,
0.895,0.9155110596948941,0.9775960547087987,
0.896,0.9306549333015921,0.9627628543496243,
0.897,0.9459851702046713,0.9482178243935124,
0.898,0.9615024920723507,0.9339549376148967,
0.899,0.9772075918784531,0.9199682927881094,
0.9,0.9931011336865692,0.9062521121681122,
0.901,1.0091837524567535,0.8928007390196371,
0.902,1.025456053874878,0.8796086351937012,
0.903,1.0419186142045997,0.8666703787505993,
0.904,1.05857198016208,0.8539806616283068,
0.905,1.0754166688133056,0.8415342873554713,
0.906,1.092453167493987,0.8293261688080434,
0.907,1.1096819337519368,0.8173513260086605,
0.908,1.1271033953117826,0.8056048839679224,
0.909,1.1447179500617952,0.7940820705667536,
0.91,1.1625259660626701,0.7827782144789902,
0.911,1.1805277815779611,0.7716887431334358,
0.912,1.1987237051259363,0.7608091807145723,
0.913,1.2171140155525104,0.7501351462011902,
0.914,1.2356989621248837,0.7396623514422183,
0.915,1.2544787646455875,0.7293865992689831,
0.916,1.2734536135864687,0.719303781643243,
0.917,1.292623670242196,0.7094098778403027,
0.918,1.3119890669028866,0.6997009526665136,
0.919,1.331549907045285,0.6901731547105621,
0.92,1.3513062655421013,0.6808227146278532,
0.921,1.371258188888904,0.6716459434574193,
0.922,1.3914056954480662,0.6626392309707297,
0.923,1.4117487757092557,0.6537990440517927,
0.924,1.4322873925657802,0.6451219251080322,
0.925,1.4530214816063545,0.6366044905113086,
0.926,1.4739509514215605,0.6282434290685955,
0.927,1.4950756839245152,0.620035500521727,
0.928,1.516395534684991,0.6119775340757505,
0.929,1.5379103332765232,0.6040664269553104,
0.93,1.5596198836357758,0.5962991429886044,
0.931,1.5815239644335344,0.5886727112184247,
0.932,1.6036223294567333,0.581184224539788,
0.933,1.6259147080008647,0.573830838363696,
0.934,1.6484008052721244,0.5666097693065685,
0.935,1.6710803027986658,0.5595182939049042,
0.936,1.6939528588503345,0.552553747354724,
0.937,1.7170181088662178,0.5457135222753826,
0.9380000000000001,1.740275665889462,0.5389950674973004,
0.9390000000000001,1.7637251210086464,0.5323958868732339,
0.9400000000000001,1.7873660438051904,0.5259135381126515,
0.9410000000000001,1.8111979828061027,0.5195456316388458,
0.9420000000000001,1.8352204659415727,0.5132898294683633,
0.9430000000000001,1.8594330010067373,0.5071438441123931,
0.9440000000000001,1.8838350761271196,0.5011054374997208,
0.9450000000000001,1.9084261602270935,0.49517241992089944,
0.9460000000000001,1.9332057035009613,0.48934264899323976,
0.9470000000000001,1.958173137885931,0.4836140286463093,
0.9480000000000001,1.9833278775366472,0.47798450812754395,
0.9490000000000001,2.0086693193006266,0.47245208102766284,
0.9500000000000001,2.034196843194208,0.4670147843255217,
0.9510000000000001,2.059909812878455,0.4616706974520898,
0.9520000000000001,2.085807576134654,0.4564179413731986,
0.9530000000000001,2.1118894653388187,0.45125467769076943,
0.9540000000000001,2.1381547979348925,0.4461791077621732,
0.9550000000000001,2.164602876906222,0.44118947183741264,
0.9560000000000001,2.1912329912447635,0.43628404821384587,
0.9570000000000001,2.218044416417898,0.43146115240809196,
0.9580000000000001,2.2450364148321986,0.42671913634487935,
0.9590000000000001,2.2722082362940528,0.42205638756248803,
0.96,2.2995591184666155,0.4174713284345323,
0.961,2.3270882873229164,0.412962415407769,
0.962,2.35479495759474,0.40852813825566214,
0.963,2.3826783332170347,0.4041670193474168,
0.964,2.410737607767572,0.39987761293220875,
0.965,2.4389719649015595,0.3956585044383439,
0.966,2.46738057878107,0.3915083097870622,
0.967,2.495962614499021,0.3874256747207298,
0.968,2.52471722849743,0.383409274145168,
0.969,2.553643568979876,0.3794578114858425,
0.97,2.582740776317895,0.37557001805767287,
0.971,2.612007983451218,0.3717446524482012,
0.972,2.641444316281642,0.36798049991388165,
0.973,2.6710488940604584,0.3642763717892378,
0.974,2.7008208297693024,0.36063110490864986,
0.975,2.730759230494226,0.35704356104054613,
0.976,2.7608631977931055,0.35351262633373687,
0.977,2.791131828056045,0.3500372107756933,
0.978,2.821564212858926,0.3466162476625155,
0.979,2.852159439309877,0.3432486930803854,
0.98,2.8829165903887626,0.3399335253982657,
0.981,2.9138347452794933,0.33666974477164563,
0.982,2.9449129796952462,0.3334563726571038,
0.983,2.976150366196545,0.3302924513374815,
0.984,3.00754597450218,0.32717704345745713,
0.985,3.039098871792911,0.32410923156932403,
0.986,3.070808123008133,0.3210881176887484,
0.987,3.1026727911352445,0.31811282286033915,
0.988,3.134691937492035,0.3151824867328005,
0.989,3.1668646220019068,0.3122962671434979,
0.99,3.1991899034620364,0.30945333971223815,
0.991,3.231666839804579,0.3066528974440714,
0.992,3.264294488350838,0.30389415034094264,
0.993,3.297071906058559,0.3011763250220007,
0.994,3.3299981497623485,0.2984986643523927,
0.995,3.363072276407323,0.29586042708036325,
0.996,3.396293343276033,0.29326088748248924,
0.997,3.429660408208673,0.2906993350168851,
0.998,3.4631725298168385,0.28817507398419523,
0.999,3.496828767690669,0.28568742319623125,
1,3.530628182599625,0.28323571565207795,
1.0010000000000001,3.564569836686963,0.2808192982215113,
1.002,3.5986527936579273,0.2784375313355795,
1.0030000000000001,3.632876118961861,0.2760897886841844,
1.004,3.6672388799681888,0.2737754569205236,
1.0050000000000001,3.7017401461365007,0.2714939353722375,
1.006,3.7363789891807793,0.2692446357591179,
1.0070000000000001,3.7711544832278383,0.26702698191724045,
1.008,3.8060657049701394,0.2648404095293747,
1.0090000000000001,3.8411117338130203,0.2626843658615417,
1.01,3.876291652016533,0.2605583095055749,
1.0110000000000001,3.9116045448318992,0.2584617101275629,
1.012,3.947049500632649,0.2563940482220435,
1.0130000000000001,3.9826256110408313,0.25435481487180506,
1.014,4.018331971047942,0.252343511513201,
1.0150000000000001,4.0541676791311545,0.2503596497068232,
1.016,4.090131837364539,0.2484027509134414,
1.0170000000000001,4.126223551525758,0.24647234627506864,
1.018,4.162441931197939,0.24456797640105998,
1.0190000000000001,4.198786089867271,0.24268919115910761,
1.02,4.23525514501602,0.24083554947104416,
1.0210000000000001,4.271848218211384,0.23900661911332868,
1.022,4.308564435189998,0.23720197652212482,
1.0230000000000001,4.345402925938602,0.2354212066028453,
1.024,4.3823628247703885,0.23366390254409206,
1.025,4.419443270397804,0.23192966563585674,
1.026,4.456643406001309,0.23021810509191518,
1.027,4.49396237929454,0.2285288378763015,
1.028,4.53139934258596,0.22686148853377053,
1.029,4.568953452836843,0.22521568902416775,
1.03,4.606623871716009,0.2235910785606023,
1.031,4.644409765651191,0.22198730345134476,
1.032,4.682310305877177,0.22040401694536277,
1.033,4.720324668480825,0.2188408790814081,
1.034,4.758452034443152,0.2172975565405698,
1.035,4.796691589678236,0.21577372250222743,
1.036,4.83504252506957,0.21426905650330208,
1.037,4.87350403650336,0.21278324430075293,
1.038,4.912075324899335,0.211315977737225,
1.039,4.950755596238817,0.20986695460978685,
1.04,4.9895440615903635,0.20843587854167805,
1.041,5.02843993713283,0.20702245885700457,
1.042,5.067442444176279,0.20562641045829952,
1.043,5.1065508091802885,0.20424745370690317,
1.044,5.145764263770383,0.20288531430607057,
1.045,5.1850820447519785,0.201539723186769,
1.046,5.224503394122564,0.20021041639607773,
1.047,5.264027559081605,0.19889713498815081,
1.048,5.303653792038724,0.19759962491766433,
1.049,5.343381350619848,0.19631763693570417,
1.05,5.383209497671666,0.1950509264880261,
1.051,5.423137501264251,0.1937992536156402,
1.052,5.463164634692097,0.1925623828576586,
1.053,5.503290176473442,0.19134008315635864,
1.054,5.543513410348072,0.19013212776440644,
1.055,5.583833625273637,0.18893829415418864,
1.056,5.624250115420522,0.18775836392920509,
1.057,5.664762180165235,0.18659212273747533,
1.058,5.705369124082665,0.1854393601869029,
1.059,5.746070256936731,0.1842998697625671,
1.06,5.786864893670206,0.18317344874587452,
1.061,5.827752354392896,0.18205989813555304,
1.062,5.868731964369136,0.18095902257041663,
1.063,5.909803054003813,0.17987063025388494,
1.064,5.950964958827611,0.17879453288019642,
1.065,5.992217019481079,0.17773054556228807,
1.066,6.033558581697886,0.17667848676129372,
1.067,6.074988996287019,0.17563817821762986,
1.068,6.1165076191141985,0.17460944488362615,
1.069,6.158113811082464,0.17359211485766496,
1.07,6.19980693811187,0.17258601931979917,
1.071,6.2415863711185375,0.1715909924688055,
1.072,6.283451485992885,0.17060687146064707,
1.073,6.325401663577231,0.1696334963483065,
1.074,6.367436289642754,0.1686707100229592,
1.075,6.409554754865692,0.16771835815645916,
1.076,6.451756454803199,0.16677628914509635,
1.077,6.494040789868368,0.16584435405460862,
1.078,6.536407165304937,0.1649224065664075,
1.079,6.578854991161423,0.16401030292499494,
1.08,6.621383682264701,0.16310790188654486,
1.081,6.663992658193258,0.16221506466861577,
1.082,6.7066813432500325,0.1613316549009718,
1.083,6.749449166434685,0.16045753857748982,
1.084,6.79229556141576,0.1595925840091174,
1.085,6.83521996650228,0.1587366617778676,
1.086,6.878221824615161,0.1578896446918186,
1.087,6.921300583258232,0.1570514077410997,
1.088,6.964455694489045,0.1562218280548373,
1.089,7.007686614889417,0.15540078485903933,
1.09,7.050992805535735,0.15458815943539767,
1.091,7.09437373196893,0.15378383508098753,
1.092,7.137828864164507,0.15298769706883694,
1.093,7.181357676502122,0.1521996326093558,
1.094,7.224959647735193,0.15141953081259577,
1.095,7.268634260960206,0.15064728265132818,
1.096,7.312381003586097,0.14988278092491433,
1.097,7.356199367303216,0.14912592022395937,
1.098,7.400088848052604,0.14837659689571808,
1.099,7.444048945994735,0.14763470901025122,
1.1,7.488079165478519,0.146900156327301,
1.101,7.53217901501011,0.1461728402638771,
1.102,7.5763480072217275,0.14545266386253386,
1.103,7.620585658840327,0.14473953176032542,
1.104,7.664891490656421,0.1440333501584187,
1.105,7.709265027492726,0.143334026792354,
1.106,7.753705798173,0.14264147090293341,
1.107,7.79821333549064,0.1419555932077294,
1.108,7.842787176177564,0.14127630587319084,
1.109,7.887426860872966,0.1406035224873398,
1.11,7.932131934092132,0.1399371580330433,
1.111,7.9769019441953475,0.13927712886184535,
1.112,8.021736443356849,0.13862335266834852,
1.113,8.066634987533824,0.13797574846513197,
1.114,8.111597136435536,0.13733423655819316,
1.115,8.156622453492437,0.13669873852290274,
1.116,8.201710505825494,0.13606917718045888,
1.117,8.24686086421548,0.1354454765748324,
1.118,8.29207310307252,0.13482756195018827,
1.119,8.337346800405575,0.13421535972877674,
1.12,8.38268153779219,0.13360879748927967,
1.121,8.428076900348275,0.13300780394560432,
1.122,8.473532476698066,0.1324123089261135,
1.123,8.519047858944132,0.13182224335328324,
1.124,8.564622642637639,0.13123753922377634,
1.125,8.610256426748652,0.13065812958892503,
1.1260000000000001,8.655948813636645,0.1300839485356119,
1.127,8.701699409021106,0.1295149311675409,
1.1280000000000001,8.747507821952397,0.12895101358688887,
1.129,8.793373664782576,0.12839213287633167,
1.1300000000000001,8.839296553136641,0.1278382270814319,
1.131,8.885276105883687,0.12728923519338584,
1.1320000000000001,8.931311945108432,0.12674509713211646,
1.133,8.97740369608273,0.1262057537297094,
1.1340000000000001,9.023550987237444,0.12567114671417995,
1.135,9.06975345013431,0.12514121869356792,
1.1360000000000001,9.116010719438163,0.1246159131403494,
1.137,9.16232243288908,0.12409517437616295,
1.1380000000000001,9.208688231275115,0.12357894755683597,
1.139,9.255107758404714,0.12306717865771531,
1.1400000000000001,9.301580661079777,0.12255981445928384,
1.141,9.348106589068546,0.12205680253306678,
1.1420000000000001,9.394685195078962,0.1215580912278138,
1.143,9.441316134731977,0.12106362965595663,
1.1440000000000001,9.48799906653527,0.1205733676803316,
1.145,9.534733651856937,0.12008725590116569,
1.1460000000000001,9.58151955489961,0.11960524564331562,
1.147,9.628356442674509,0.11912728894376007,
1.1480000000000001,9.67524398497597,0.11865333853933312,
1.149,9.722181854355894,0.11818334785470053,
1.1500000000000001,9.769169726098593,0.11771727099056792,
1.151,9.816207278195714,0.11725506271211927,
1.1520000000000001,9.863294191321494,0.11679667843767864,
1.153,9.910430148807981,0.11634207422759364,
1.154,9.957614836620719,0.11589120677333097,
1.155,10.004847943334443,0.11544403338678413,
1.156,10.052129160109015,0.11500051198978657,
1.157,10.099458180665625,0.11456060110382532,
1.158,10.146834701263106,0.11412425983995274,
1.159,10.194258420674457,0.11369144788889117,
1.16,10.241729040163625,0.11326212551132551,
1.161,10.289246263462415,0.1128362535283818,
1.162,10.336809796747607,0.11241379331228613,
