V1.V,-I(V1.nA),V(un1)/-I(V1.nA),
1.163,10.384419348618351,0.11199470677720054,
1.164,10.432074630073538,0.11157895637023396,
1.165,10.479775354489723,0.1111665050626198,
1.166,10.527521237598828,0.11075731634106371,
1.167,10.575311997466414,0.11035135419925055,
1.168,10.623147354469845,0.10994858312951357,
1.169,10.671027031276857,0.10954896811465781,
1.17,10.718950752824197,0.1091524746199372,
1.171,10.766918246296525,0.10875906858518096,
1.172,10.814929241105395,0.10836871641706736,
1.173,10.862983468868624,0.1079813849815393,
1.174,10.911080663389582,0.10759704159636292,
1.175,10.959220560636952,0.10721565402382127,
1.176,11.007402898724417,0.10683719046354519,
1.177,11.055627417890765,0.10646161954547421,
1.178,11.103893860479921,0.10608891032294915,
1.179,11.15220197092149,0.10571903226592846,
1.18,11.200551495711098,0.10535195525433227,
1.181,11.248942183391316,0.1049876495715043,
1.182,11.297373784532338,0.10462608589779696,
1.183,11.34584605171329,0.10426723530426892,
1.184,11.394358739503307,0.10391106924650081,
1.185,11.442911604443108,0.10355755955852029,
1.186,11.491504405026427,0.10320667844683931,
1.187,11.540136901682006,0.1028583984845961,
1.188,11.588808856755389,0.10251269260580537,
1.189,11.637520034491155,0.1021695340997098,
1.19,11.686270201015121,0.10182889660523434,
1.191,11.735059124316898,0.10149075410553832,
1.192,11.783886574232476,0.1011550809226657,
1.193,11.832752322427039,0.10082185171229051,
1.194,11.881656142377919,0.10049104145855549,
1.195,11.930597809357787,0.10016262546900202,
1.196,11.97957710041782,0.09983657936959112,
1.197,12.028593794371348,0.09951287909980994,
1.198,12.077647671777292,0.09919150090786741,
1.199,12.126738514924025,0.09887242134597242,
1.2,12.175866107813317,0.09855561726569527,
1.201,12.225030236144413,0.09824106581341079,
1.202,12.274230687298225,0.09792874442582124,
1.203,12.323467250321844,0.09761863082555618,
1.204,12.372739715913,0.09731070301685041,
1.205,12.422047876404804,0.09700493928129601,
1.206,12.471391525750606,0.0967013181736683,
1.207,12.520770459509007,0.09639981851782399,
1.208,12.570184474828954,0.0961004194026705,
1.209,12.619633370435137,0.09580310017820372,
1.21,12.66911694661336,0.09550784045161495,
1.211,12.718635005196171,0.09521462008346404,
1.212,12.768187349548533,0.09492341918391846,
1.213,12.817773784553774,0.09463421810905585,
1.214,12.867394116599545,0.0943469974572305,
1.215,12.917048153564,0.09406173806550099,
1.216,12.966735704802069,0.09377842100611872,
1.217,13.016456581131873,0.09349702758307617,
1.218,13.066210594821321,0.09321753932871277,
1.219,13.11599755957477,0.09293993800037889,
1.22,13.165817290519865,0.0926642055771554,
1.221,13.215669604194517,0.09239032425662846,
1.222,13.26555431853392,0.0921182764517188,
1.223,13.315471252857868,0.09184804478756323,
1.224,13.365420227858005,0.091579612098449,
1.225,13.415401065585385,0.09131296142479858,
1.226,13.465413589437986,0.09104807601020522,
1.227,13.515457624148496,0.09078493929851698,
1.228,13.565532995772086,0.09052353493096996,
1.229,13.615639531674441,0.09026384674336767,
1.23,13.665777060519806,0.090005858763308,
1.231,13.71594541225927,0.08974955520745484,
1.232,13.76614441811889,0.08949492047885618,
1.233,13.81637391058838,0.08924193916430363,
1.234,13.866633723409498,0.08899059603173731,
1.235,13.916923691564778,0.08874087602769204,
1.236,13.967243651266266,0.0884927642747855,
1.237,14.017593439944521,0.08824624606924653,
1.238,14.067972896237478,0.08800130687848473,
1.239,14.118381859979689,0.0877579323386981,
1.24,14.168820172191495,0.08751610825252,
1.241,14.219287675068342,0.08727582058670429,
1.242,14.269784211970249,0.0870370554698469,
1.243,14.320309627411376,0.08679979919014448,
1.244,14.370863767049613,0.0865640381931891,
1.245,14.42144647767641,0.08632975907979759,
1.246,14.472057607206573,0.0860969486038762,
1.247,14.522697004668263,0.08586559367031874,
1.248,14.573364520193044,0.08563568133293825,
1.249,14.62406000500606,0.08540719879243155,
1.25,14.674783311416197,0.08518013339437638,
1.2510000000000001,14.725534292806627,0.08495447262725872,
1.252,14.776312803625041,0.08473020412053334,
1.2530000000000001,14.827118699374417,0.0845073156427126,
1.254,14.877951836603454,0.08428579509948733,
1.2550000000000001,14.928812072897466,0.08406563053187545,
1.256,14.979699266869122,0.08384681011440052,
1.2570000000000001,15.030613278149406,0.08362932215329832,
1.258,15.081553967378596,0.08341315508475149,
1.2590000000000001,15.132521196197423,0.08319829747315127,
1.26,15.183514827238197,0.08298473800938669,
1.2610000000000001,15.234534724116115,0.08277246550915991,
1.262,15.285580751420602,0.08256146891132762,
1.2630000000000001,15.336652774706845,0.0823517372762677,
1.264,15.387750660487152,0.08214325978427206,
1.2650000000000001,15.43887427622279,0.08193602573396236,
1.266,15.490023490315512,0.08173002454073187,
1.2670000000000001,15.541198172099469,0.08152524573520964,
1.268,15.592398191832974,0.08132167896174922,
1.2690000000000001,15.643623420690503,0.08111931397693968,
1.27,15.69487373075475,0.08091814064813932,
1.2710000000000001,15.746148995008687,0.080718148952032,
1.272,15.797449087327713,0.08051932897320518,
1.2730000000000001,15.848773882472072,0.08032167090274868,
1.274,15.900123256078968,0.08012516503687615,
1.2750000000000001,15.951497084655227,0.0799298017755653,
1.276,16.00289524556958,0.07973557162122037,
1.2770000000000001,16.05431761704535,0.07954246517735335,
1.278,16.105764078153,0.0793504731472858,
1.2790000000000001,16.15723450880297,0.07915958633286908,
1.28,16.208728789738313,0.0789697956332247,
1.281,16.260246802527682,0.07878109204350246,
1.282,16.311788429558174,0.07859346665365771,
1.283,16.363353554028333,0.07840691064724632,
1.284,16.414942059941243,0.0782214153002375,
1.285,16.46655383209761,0.07803697197984436,
1.286,16.518188756089074,0.07785357214337098,
1.287,16.569846718291277,0.0776712073370778,
1.288,16.621527605857406,0.07748986919506186,
1.289,16.673231306711468,0.07730954943815475,
1.29,16.72495770954178,0.07713023987283629,
1.291,16.776706703794478,0.07695193239016376,
1.292,16.828478179667158,0.07677461896471699,
1.293,16.88027202810246,0.07659829165355862,
1.294,16.932088140781847,0.07642294259520958,
1.295,16.983926410119313,0.07624856400863918,
1.296,17.035786729255307,0.07607514819226978,
1.297,17.087668992050514,0.07590268752299609,
1.298,17.13957309307992,0.07573117445521824,
1.299,17.19149892762676,0.07556060151988872,
1.3,17.243446391676652,0.07539096132357306,
1.301,17.29541538191157,0.0752222465475245,
1.302,17.347405795704272,0.07505444994677034,
1.303,17.399417531112384,0.0748875643492128,
1.304,17.451450486872673,0.07472158265474235,
1.305,17.50350456239551,0.07455649783436277,
1.306,17.555579657759235,0.07439230292932952,
1.307,17.607675673704566,0.07422899105029993,
1.308,17.65979251162923,0.0740665553764951,
1.309,17.71193007358238,0.07390498915487442,
1.31,17.76408826225936,0.0737442856993205,
1.311,17.816266980996275,0.07358443838983657,
1.312,17.868466133764823,0.0734254406717543,
1.313,17.920685625166904,0.07326728605495368,
1.314,17.97292536042963,0.0731099681130924,
1.315,18.02518524540005,0.07295348048284732,
1.316,18.07746518654019,0.07279781686316536,
1.317,18.129765090921904,0.07264297101452571,
1.318,18.18208486622204,0.07248893675821129,
1.319,18.234424420717357,0.07233570797559123,
1.32,18.286783663279756,0.07218327860741239,
1.321,18.33916250337135,0.0720316426531013,
1.322,18.391560851039788,0.07188079417007498,
1.323,18.443978616913327,0.07173072727306215,
1.324,18.49641571219634,0.07158143613343251,
1.325,18.54887204866449,0.07143291497853638,
1.326,18.60134753866023,0.07128515809105224,
1.327,18.653842095088113,0.0711381598083444,
1.328,18.70635563141043,0.07099191452182774,
1.329,18.75888806164252,0.07084641667634287,
1.33,18.811439300348546,0.0707016607695381,
1.331,18.86400926263693,0.07055764135126089,
1.332,18.916597864156067,0.07041435302295702,
1.333,18.96920502108999,0.0702717904370778,
1.334,19.021830650154097,0.07012994829649549,
1.335,19.074474668590902,0.06998882135392623,
1.336,19.127136994165877,0.06984840441136089,
1.337,19.17981754516323,0.06970869231950358,
1.338,19.232516240381862,0.06956967997721727,
1.339,19.285232999131185,0.06943136233097744,
1.34,19.33796774122721,0.06929373437433205,
1.341,19.390720386988416,0.06915679114736961,
1.342,19.443490857231886,0.0690205277361936,
1.343,19.496279073269275,0.06888493927240426,
1.344,19.54908495690302,0.0687500209325868,
1.345,19.601908430422395,0.06861576793780672,
1.346,19.654749416599756,0.0684821755531115,
1.347,19.707607838686673,0.06834923908703903,
1.348,19.760483620410298,0.06821695389113208,
1.349,19.813376685969498,0.0680853153594597,
1.35,19.866286960031328,0.06795431892814414,
1.351,19.919214367727236,0.06782396007489465,
1.352,19.972158834649584,0.06769423431854663,
1.353,20.025120286847944,0.0675651372186074,
1.354,20.07809865082563,0.06743666437480735,
1.355,20.131093853536125,0.06730881142665715,
1.356,20.184105822379703,0.06718157405301038,
1.357,20.2371344851998,0.06705494797163238,
1.358,20.290179770279735,0.0669289289387739,
1.359,20.3432416063393,0.06680351274875054,
1.36,20.39631992253135,0.06667869523352785,
1.361,20.449414648438506,0.06655447226231116,
1.362,20.502525714069872,0.0664308397411411,
1.363,20.555653049857714,0.06630779361249409,
1.364,20.608796586654293,0.0661853298548878,
1.365,20.66195625572858,0.06606344448249184,
1.366,20.715131988763154,0.06594213354474313,
1.367,20.76832371785096,0.0658213931259664,
1.368,20.821531375492327,0.065701219344999,
1.369,20.874754894591668,0.06558160835482131,
1.37,20.927994208454656,0.06546255634219053,
1.371,20.981249250784927,0.06534405952728052,
1.372,21.034519955681304,0.0652261141633247,
1.373,21.08780625763463,0.06510871653626461,
1.374,21.141108091524963,0.06499186296440197,
1.375,21.194425392618506,0.06487554979805579,
1.3760000000000001,21.247758096564816,0.06475977341922308,
1.377,21.301106139393845,0.0646445302412443,
1.3780000000000001,21.35446945751307,0.06452981670847285,
1.379,21.407847987704784,0.0644156292959481,
1.3800000000000001,21.461241667123215,0.0643019645090732,
1.381,21.51465043329169,0.06418881888329665,
1.3820000000000001,21.56807422410003,0.06407618898379727,
1.383,21.62151297780162,0.06396407140517404,
1.3840000000000001,21.674966633010936,0.06385246277113851,
1.385,21.72843512870065,0.06374135973421213,
1.3860000000000001,21.781918404199185,0.06363075897542628,
1.387,21.83541639918782,0.06352065720402704,
1.3880000000000001,21.888929053698348,0.0634110511571823,
1.389,21.942456308110287,0.06330193759969359,
1.3900000000000001,21.995998103148455,0.0631933133237104,
1.391,22.049554379880316,0.06308517514844898,
1.3920000000000001,22.10312507971356,0.06297751991991349,
1.393,22.156710144393493,0.06287034451062144,
1.3940000000000001,22.210309516000695,0.0627636458193317,
1.395,22.263923136948456,0.06265742077077624,
1.3960000000000001,22.31755094998037,0.06255166631539506,
1.397,22.37119289816798,0.062446379429073856,
1.3980000000000001,22.42484892490833,0.062341557112885436,
1.399,22.478518973921556,0.06223719639283394,
1.4000000000000001,22.532202989248663,0.06213329431960186,
1.401,22.58590091524907,0.06202984796830055,
1.4020000000000001,22.639612696598423,0.06192685443822319,
1.403,22.693338278286127,0.06182431085260141,
1.4040000000000001,22.747077605613292,0.06172221435836379,
1.405,22.8008306241903,0.061620562125898164,
1.4060000000000001,22.854597279934758,0.06151935134881597,
1.407,22.908377519069067,0.06141857924372012,
1.408,22.9621712881184,0.06131824304997492,
1.409,23.015978533908505,0.061218340029478985,
1.41,23.069799203563466,0.06111886746644093,
1.411,23.12363324450369,0.06101982266715737,
1.412,23.177480604443616,0.060921202959794064,
1.413,23.231341231389845,0.06082300569416867,
1.414,23.285215073638856,0.06072522824153711,
1.415,23.339102079775085,0.060627867994381565,
1.416,23.39300219866874,0.06053092236620156,
1.417,23.44691537947391,0.06043438879130692,
1.418,23.500841571626484,0.060338264724613476,
1.419,23.554780724842132,0.060242547641441074,
1.42,23.608732789114377,0.06014723503731382,
1.421,23.66269771471267,0.06005232442776252,
1.422,23.71667545218031,0.05995781334812985,
1.423,23.770665952332664,0.059863699353377105,
1.424,23.82466916625516,0.059769980017893735,
1.425,23.87868504530144,0.059676652935308695,
1.426,23.932713541091413,0.05958371571830419,
1.427,23.98675460550958,0.05949116599843101,
1.428,24.040808190702865,0.05939900142592712,
1.429,24.094874249079123,0.05930721966953676,
1.43,24.148952733305066,0.059215818416332944,
1.431,24.203043596304596,0.05912479537154121,
1.432,24.25714679125699,0.0590341482583655,
1.433,24.311262271595144,0.058943874817816114,
1.434,24.36538999100372,0.058853972808539774,
1.435,24.41952990341756,0.05876444000665095,
1.436,24.473681963019818,0.05867527420556589,
1.437,24.527846124240334,0.05858647321583791,
1.438,24.582022341753852,0.05849803486499488,
1.439,24.636210570478482,0.0584099569973781,
1.44,24.690410765573837,0.05832223747398366,
1.441,24.744622882439504,0.05823487417230486,
1.442,24.798846876713394,0.058147864986176696,
1.443,24.853082704270037,0.058061207825622234,
1.444,24.907330321219046,0.05797490061670029,
1.445,24.96158968390347,0.05788894130135515,
1.446,25.01586074889819,0.05780332783726773,
1.447,25.070143473008375,0.05771805819770853,
1.448,25.12443781326792,0.05763313037139196,
1.449,25.1787437269379,0.05754854236233252,
1.45,25.233061171504907,0.057464292189702705,
1.451,25.287390104679762,0.05738037788769168,
1.452,25.34173048439576,0.057296797505366606,
1.453,25.39608226880736,0.057213549106534506,
1.454,25.450445416288485,0.057130630769606436,
1.455,25.50481988543131,0.05704804058746227,
1.456,25.55920563504455,0.05696577666731786,
1.457,25.613602624152165,0.05688383713059295,
1.458,25.668010811991813,0.05680222011278094,
1.459,25.722430158013516,0.0567209237633197,
1.46,25.77686062187815,0.056639946245464146,
1.461,25.83130216345614,0.05655928573615986,
1.462,25.885754742825938,0.05647894042591837,
1.463,25.940218320272756,0.05639890851869349,
1.464,25.994692856287088,0.05631918823175925,
1.465,26.04917831156347,0.05623977779558877,
1.466,26.10367464699899,0.056160675453734966,
1.467,26.158181823692047,0.05608187946271195,
1.468,26.21269980294099,0.05600338809187807,
1.469,26.26722854624278,0.05592519962332011,
1.47,26.321768015291724,0.05584731235173863,
1.471,26.376318171978095,0.05576972458433467,
1.472,26.43087897838695,0.05569243464069747,
1.473,26.485450396796793,0.055615440852693515,
1.474,26.540032389678267,0.05553874156435679,
1.475,26.594624919692997,0.05546233513177998,
1.476,26.649227949692225,0.05538621992300705,
1.477,26.703841442715706,0.055310394317926774,
1.478,26.75846536199033,0.05523485670816753,
1.479,26.813099670929027,0.05515960549699308,
1.48,26.867744333129483,0.055084639099199494,
1.481,26.922399312372992,0.055009955941013114,
1.482,26.97706457262319,0.054935554459989704,
1.483,27.031740078024995,0.054861433104914335,
1.484,27.08642579290328,0.054787590335702845,
1.485,27.141121681761845,0.05471402462330372,
1.486,27.195827709282174,0.05464073444960145,
1.487,27.250543840322415,0.054567718307320455,
1.488,27.305270039916017,0.05449497469993073,
1.489,27.360006273270834,0.054422502141553544,
1.49,27.41475250576793,0.054350299156868606,
1.491,27.469508702960386,0.054278364281022444,
1.492,27.524274830572296,0.05420669605953712,
1.493,27.57905085449766,0.05413529304822025,
1.494,27.633836740799246,0.05406415381307596,
1.495,27.688632455707616,0.05399327693021644,
1.496,27.743437965619943,0.053922660985774876,
1.497,27.79825323709902,0.0538523045758189,
1.498,27.853078236872175,0.05378220630626503,
1.499,27.907912931830275,0.053712364792793975,
1.5,27.962757289026655,0.05364277866076679,
1.5010000000000001,28.017611275676092,0.05357344654514197,
1.502,28.07247485915377,0.053504367090393294,
1.5030000000000001,28.127348006994353,0.05343553895042835,
1.504,28.18223068689085,0.053366960788508326,
1.5050000000000001,28.237122866693714,0.0532986312771681,
1.506,28.29202451440984,0.0532305490981374,
1.5070000000000001,28.346935598201558,0.0531627129422628,
1.508,28.40185608638566,0.05309512150943033,
1.5090000000000001,28.456785947432465,0.05302777350848896,
1.51,28.511725149964846,0.05296066765717478,
1.5110000000000001,28.56667366275724,0.052893802682036146,
1.512,28.62163145473477,0.05282717731835917,
1.5130000000000001,28.67659849497227,0.05276079031009438,
1.514,28.73157475269333,0.052694640409783874,
1.5150000000000001,28.786560197269484,0.052628726378489074,
1.516,28.84155479821907,0.05256304698571975,
1.5170000000000001,28.89655852520662,0.05249760100936287,
1.518,28.951571348041668,0.05243238723561303,
1.5190000000000001,29.00659323667807,0.05236740445890298,
1.52,29.061624161213004,0.05230265148183503,
1.5210000000000001,29.11666409188612,0.05223812711511324,
1.522,29.17171299907864,0.05217383017747607,
1.5230000000000001,29.22677085331253,0.05210975949562984,
1.524,29.281837625249597,0.05204591390418276,
1.5250000000000001,29.336913285690667,0.05198229224557963,
1.526,29.391997805574697,0.05191889337003719,
1.5270000000000001,29.447091155977965,0.05185571613548011,
1.528,29.502193308113206,0.051792759407477504,
1.5290000000000001,29.55730423332885,0.05173002205918015,
1.53,29.61242390310804,0.05166750297125847,
1.5310000000000001,29.667552289067988,0.05160520103184073,
1.532,29.722689362959077,0.05154311513645211,
1.5330000000000001,29.777835096664024,0.05148124418795442,
1.534,29.832989462197197,0.05141958709648607,
1.5350000000000001,29.88815243170366,0.051358142779403086,
1.536,29.943323977458494,0.05129691016122023,
1.537,29.998504071865995,0.051235888173552985,
1.538,30.053692687458902,0.05117507575505994,
1.539,30.108889796897543,0.05111447185138591,
1.54,30.164095372969218,0.05105407541510532,
1.541,30.219309388587295,0.05099388540566642,
1.542,30.274531816790518,0.05093390078933585,
1.543,30.32976263074226,0.050874120539143766,
1.544,30.385001803729807,0.05081454363482946,
1.545,30.440249309163494,0.05075516906278771,
1.546,30.49550512057617,0.050695995816015214,
1.547,30.550769211622278,0.050637022894058005,
1.548,30.60604155607722,0.05057824930295911,
1.549,30.661322127836666,0.050519674055206534,
1.55,30.716610900915807,0.05046129616968215,
1.551,30.771907849448585,0.050403114671610884,
1.552,30.82721294768715,0.05034512859251004,
1.553,30.882526170000936,0.050287336970139866,
1.554,30.93784749087626,0.0502297388484536,
1.555,30.993176884915325,0.050172333277549004,
1.556,31.04851432683578,0.05011511931361952,
1.557,31.103859791469873,0.05005809601890637,
1.558,31.159213253763916,0.05000126246165088,
1.559,31.21457468877752,0.04994461771604732,
1.56,31.26994407168295,0.04988816086219628,
1.561,31.325321377764524,0.04983189098605819,
1.562,31.380706582417872,0.04977580717940764,
1.563,31.436099661149346,0.04971990853978781,
1.564,31.491500589575356,0.049664194170465525,
1.565,31.546909343421763,0.04960866318038656,
1.566,31.602325898523173,0.04955331468413158,
1.567,31.657750230822334,0.049498147801872276,
1.568,31.713182316369615,0.04944316165932785,
1.569,31.76862213132214,0.04938835538772237,
1.57,31.824069651943443,0.04933372812374179,
1.571,31.879524854602675,0.049279279009492,
1.572,31.934987715774113,0.049225007192456795,
1.573,31.990458212036394,0.049170911825456735,
1.574,32.04593632007209,0.04911699206660782,
1.575,32.101422016666994,0.04906324707928088,
1.576,32.15691527870964,0.04900967603206125,
1.577,32.21241608319053,0.04895627809870893,
1.578,32.26792440720177,0.0489030524581188,
1.579,32.32344022793631,0.04884999829428154,
1.58,32.37896352268747,0.0487971147962447,
1.581,32.43449426884833,0.048744401158074144,
1.582,32.49003244391122,0.04869185657881588,
1.583,32.54557802546702,0.04863948026245831,
1.584,32.60113099120477,0.04858727141789456,
1.585,32.65669131891095,0.04853522925888553,
1.586,32.71225898646911,0.04848335300402284,
1.587,32.767833971859105,0.048431641876692536,
1.588,32.82341625315678,0.04838009510503876,
1.589,32.87900580853317,0.048328711921928086,
1.59,32.93460261625428,0.048277491564913684,
1.591,32.99020665468025,0.048226433276200416,
1.592,33.04581790226497,0.04817553630260983,
1.593,33.10143633755558,0.048124799895545474,
1.594,33.15706193919189,0.048074223310958696,
1.595,33.212694685905845,0.04802380580931468,
1.596,33.268334556521026,0.04797354665555879,
1.597,33.32398152995221,0.04792344511908299,
1.598,33.37963558520479,0.04787350047369296,
1.599,33.43529670137423,0.047823711997575284,
1.6,33.490964857645636,0.04777407897326484,
1.601,33.546640033293244,0.047724600687612626,
1.602,33.602322207679954,0.04767527643175376,
1.603,33.65801136025673,0.04762610550107595,
1.604,33.71370747056224,0.04757708719518798,
1.605,33.76941051822223,0.04752822081788872,
1.606,33.82512048294924,0.04747950567713607,
1.607,33.88083734454193,0.047430941085016644,
1.608,33.936561082884744,0.047382526357715254,
1.609,33.99229167794727,0.047334260815485106,
1.61,34.048029109784025,0.04728614378261769,
1.611,34.103773358533765,0.047238174587413514,
1.612,34.15952440441909,0.04719035256215282,
1.613,34.21528222774603,0.047142677043066385,
1.614,34.27104680890356,0.04709514737030693,
1.615,34.32681812836307,0.04704776288792059,
1.616,34.38259616667811,0.047000522943818485,
1.617,34.43838090448371,0.04695342688974889,
1.618,34.49417232249612,0.04690647408126928,
1.619,34.54997040151218,0.046859663877718984,
1.62,34.60577512240916,0.046812995642191525,
1.621,34.661586466143994,0.046766468741508006,
1.622,34.71740441375315,0.04672008254618976,
1.623,34.77322894635197,0.04667383643043213,
1.624,34.82906004513433,0.04662772977207794,
1.625,34.884897691372295,0.04658176195259112,
1.6260000000000001,34.940741866415564,0.04653593235703113,
1.627,34.99659255169113,0.0464902403740269,
1.6280000000000001,35.05244972870285,0.04644468539575154,
1.629,35.10831337903099,0.046399266817896946,
1.6300000000000001,35.164183484331886,0.046353984039648743,
1.631,35.2200600263375,0.04630883646366136,
1.6320000000000001,35.27594298685501,0.04626382349603348,
1.633,35.33183234776637,0.046218944546283516,
1.6340000000000001,35.387728091028045,0.04617419902732532,
1.635,35.443630198670434,0.04612958635544427,
1.6360000000000001,35.499538652797646,0.04608510595027325,
1.637,35.5554534355869,0.04604075723476929,
1.6380000000000001,35.61137452928841,0.04599653963518972,
1.639,35.66730191622472,0.04595245258106933,
1.6400000000000001,35.72323557879054,0.045908495505197024,
1.641,35.779175499452215,0.045864667843593096,
1.6420000000000001,35.835121660747454,0.04582096903548649,
1.643,35.89107404528483,0.0457773985232924,
1.6440000000000001,35.947032635743575,0.04573395575258985,
1.645,36.002997414873,0.045690640172099756,
1.6460000000000001,36.0589683654923,0.045647451233662824,
1.647,36.11494547049012,0.045604388392217844,
1.6480000000000001,36.17092871282417,0.045561451105780214,
1.649,36.226918075520906,0.04551863883542042,
1.6500000000000001,36.28291354167513,0.04547595104524293,
1.651,36.33891509444963,0.0454333872023651,
1.6520000000000001,36.39492271707492,0.04539094677689626,
1.653,36.4509363928487,0.045348629241917134,
1.6540000000000001,36.50695610513569,0.045306434073459224,
1.655,36.56298183736721,0.04526436075048444,
1.6560000000000001,36.61901357304078,0.04522240875486501,
1.657,36.67505129571983,0.04518057757136335,
1.6580000000000001,36.731094989033444,0.045138866687612175,
1.659,36.78714463667574,0.045097275594095015,
1.6600000000000001,36.843200222405954,0.045055803784126276,
1.661,36.899261730047634,0.045014450753832355,
1.6620000000000001,36.955329143488754,0.044973216002131916,
1.663,37.011402446681,0.044932099030717224,
1.6640000000000001,37.067481623639715,0.04489109934403494,
1.665,37.123566658443394,0.044850216449267594,
1.666,37.179657535233545,0.04480944985631469,
1.667,37.23575423821413,0.044768799077774535,
1.668,37.29185675165138,0.04472826362892582,
1.669,37.347965059873545,0.044687843027709284,
1.67,37.40407914727041,0.04464753679470998,
1.671,37.46019899829313,0.044607344453139165,
1.672,37.51632459745377,0.04456726552881672,
1.673,37.5724559293251,0.044527299550153505,
1.674,37.62859297854035,0.044487446048133795,
1.675,37.68473572979264,0.044447704556298255,
1.676,37.740884167835006,0.044408074610726406,
1.677,37.79703827747984,0.04436855575001989,
1.678,37.8531980435987,0.04432914751528541,
1.679,37.90936345112206,0.044289849450117956,
1.68,37.96553448503877,0.04425066110058438,
1.681,38.02171113039619,0.044211582015206474,
1.682,38.07789337229937,0.04417261174494514,
1.683,38.13408119591128,0.044133749843183606,
1.684,38.19027458645207,0.04409499586571174,
1.685,38.246473529199086,0.044056349370709826,
1.686,38.30267800948644,0.044017809918732775,
1.687,38.35888801270478,0.043979377072694385,
1.688,38.41510352430093,0.04394105039785176,
1.689,38.47132452977775,0.043902829461789715,
1.69,38.52755101469368,0.043864713834405565,
1.691,38.58378296466264,0.043826703087893694,
1.692,38.64002036535357,0.04378879679673061,
1.693,38.69626320249029,0.043750994537659835,
1.694,38.75251146185128,0.04371329588967689,
1.695,38.80876512926916,0.04367570043401481,
1.696,38.86502419063061,0.04363820775412931,
1.697,38.92128863187616,0.04360081743568412,
1.698,38.97755843899973,0.04356352906653676,
1.699,39.0338335980485,0.043526342236724136,
1.7,39.09011409512262,0.04348925653844826,
1.701,39.146399916374925,0.04345227156606226,
1.702,39.20269104801064,0.043415386916056335,
1.703,39.258987476287274,0.0433786021870438,
1.704,39.31528918751417,0.0433419169797474,
1.705,39.3715961680524,0.043305330896985614,
1.706,39.42790840431435,0.04326884354365911,
1.707,39.484225882763695,0.043232454526737164,
1.708,39.540548589914906,0.04319616345524446,
1.709,39.59687651233315,0.04315996994024773,
1.71,39.65320963663402,0.043123873594842606,
1.711,39.70954794948327,0.043087874034140564,
1.712,39.765891437596565,0.043051970875256015,
1.713,39.82224008773926,0.043016163737293375,
1.714,39.87859388672608,0.04298045224133439,
1.715,39.934952821421014,0.04294483601042538,
1.716,39.99131687873697,0.042909314669564734,
1.717,40.04768604563558,0.04287388784569039,
1.718,40.10406030912694,0.04283855516766752,
1.719,40.160439656269425,0.042803316266276176,
1.72,40.21682407416935,0.04276817077419918,
1.721,40.273213549980916,0.04273311832600991,
1.722,40.32960807090571,0.04269815855816047,
1.723,40.38600762419281,0.04266329110896952,
1.724,40.44241219713824,0.042628515618610724,
1.725,40.49882177708501,0.04259383172910075,
1.726,40.55523635142263,0.042559239084287916,
1.727,40.611655907587156,0.04252473732984029,
1.728,40.668080433060695,0.0424903261132345,
1.729,40.72450991537148,0.04245600508374414,
1.73,40.78094434209338,0.042421773892428585,
1.731,40.837383700845756,0.04238763219212182,
1.732,40.893827979293405,0.042353579637421035,
1.733,40.95027716514614,0.04231961588467592,
1.734,41.00673124615867,0.04228574059197741,
1.735,41.06319021013037,0.04225195341914696,
1.736,41.11965404490503,0.042218254027725714,
1.737,41.17612273837074,0.04218464208096368,
1.738,41.232596278459596,0.04215111724380917,
1.739,41.289074653147516,0.04211767918289818,
1.74,41.345557850454014,0.04208432756654397,
1.741,41.40204585844205,0.042051062064726516,
1.742,41.45853866521773,0.042017882349082346,
1.743,41.51503625893025,0.04198478809289407,
1.744,41.57153862777149,0.04195177897108039,
1.745,41.628045759976004,0.041918854660185856,
1.746,41.68455764382069,0.041886014838370886,
1.747,41.7410742676247,0.04185325918540176,
1.748,41.79759561974911,0.04182058738264075,
1.749,41.85412168859687,0.041787999113036316,
1.75,41.910652462612425,0.04175549406111338,
1.7510000000000001,41.96718793028177,0.04172307191296351,
1.752,42.023728080131974,0.04169073235623549,
1.7530000000000001,42.08027290073122,0.0416584750801257,
1.754,42.136822380688464,0.04162629977536863,
1.7550000000000001,42.193376508653365,0.0415942061342275,
1.756,42.249935273315984,0.04156219385048493,
1.7570000000000001,42.306498663406636,0.04153026261943374,
1.758,42.363066667695726,0.04149841213786763,
1.7590000000000001,42.41963927499358,0.04146664210407212,
1.76,42.47621647415017,0.0414349522178155,
1.7610000000000001,42.532798254055,0.041403342180339836,
1.762,42.58938460363698,0.04137181169435192,
1.7630000000000001,42.64597551186406,0.04134036046401462,
1.764,42.702570967743256,0.041308988194937814,
1.7650000000000001,42.759170960320304,0.041277694594169904,
1.766,42.81577547867964,0.04124647937018891,
1.7670000000000001,42.872384511944055,0.041215342232894046,
1.768,42.928998049274654,0.04118428289359697,
1.7690000000000001,42.985616079870596,0.041153301065013505,
1.77,43.04223859296898,0.04112239646125498,
1.7710000000000001,43.098865577844606,0.041091568797820055,
1.772,43.15549702380983,0.0410608177915863,
1.7730000000000001,43.21213292021448,0.041030143160801884,
1.774,43.26877325644548,0.040999544625077586,
1.7750000000000001,43.325418021926936,0.040969021905378385,
1.776,43.3820672061197,0.04093857472401565,
1.7770000000000001,43.43872079852146,0.04090820280463887,
1.778,43.49537878866636,0.04087790587222787,
